Date_Time,amount_consumed,latency_to_consumption,Type,Frame
2026-09-07 17:22:17.310433,,,start,0
2026-09-07 17:22:17.311697,,,drink,0
2026-09-07 17:22:17.312426,,,start,0
2026-09-07 17:22:17.313698,,,drink,0
2026-09-07 17:22:17.314435,,,start,0
2026-09-07 17:22:17.315697,,,drink,0
2026-09-07 17:22:17.316425,,,start,0
2026-09-07 17:22:17.317697,,,drink,0
2026-09-07 17:22:17.318426,,,start,0
2026-09-07 17:22:17.319698,,,drink,0
2026-09-07 17:22:17.320425,,,start,0
2026-09-07 17:22:17.321700,,,drink,0
2026-09-07 17:22:17.322444,,,start,0
2026-09-07 17:22:17.323697,,,drink,0
2026-09-07 17:22:17.324431,,,start,0
2026-09-07 17:22:17.325703,,,drink,0
2026-09-07 17:22:17.326455,,,start,0
2026-09-07 17:22:17.327666,,,drink,0
2026-09-07 17:22:17.328395,,,start,0
2026-09-07 17:22:17.329667,,,drink,0
2026-09-07 17:22:17.330406,,,start,0
2026-09-07 17:22:17.331668,,,drink,0
2026-09-07 17:22:17.332404,,,start,0
2026-09-07 17:22:17.333668,,,drink,0
2026-09-07 17:22:17.334406,,,start,0
2026-09-07 17:22:17.335703,,,drink,0
2026-09-07 17:22:17.336439,,,start,0
2026-09-07 17:22:17.337700,,,drink,0
2026-09-07 17:22:17.338441,,,start,0
2026-09-07 17:22:17.339699,,,drink,0
2026-09-07 17:22:17.340428,,,start,0
2026-09-07 17:22:17.341698,,,drink,0
2026-09-07 17:22:17.342435,,,start,0
2026-09-07 17:22:17.343699,,,drink,0
2026-09-07 17:22:17.344431,,,start,0
2026-09-07 17:22:17.345700,,,drink,0
2026-09-07 17:22:17.346445,,,start,0
2026-09-07 17:22:17.347699,,,drink,0
2026-09-07 17:22:17.348424,,,start,0
2026-09-07 17:22:17.349705,,,drink,0
2026-09-07 17:22:17.350452,,,start,0
2026-09-07 17:22:17.351700,,,drink,0
2026-09-07 17:22:17.352435,,,start,0
2026-09-07 17:22:17.353707,,,drink,0
2026-09-07 17:22:17.354444,,,start,0
2026-09-07 17:22:17.355669,,,drink,0
2026-09-07 17:22:17.356400,,,start,0
2026-09-07 17:22:17.357669,,,drink,0
2026-09-07 17:22:17.358403,,,start,0
2026-09-07 17:22:17.359669,,,drink,0
2026-09-07 17:22:17.360402,,,start,0
2026-09-07 17:22:17.361701,,,drink,0
2026-09-07 17:22:17.362446,,,start,0
2026-09-07 17:22:17.363700,,,drink,0
2026-09-07 17:22:17.364428,,,start,0
2026-09-07 17:22:17.365700,,,drink,0
2026-09-07 17:22:17.366433,,,start,0
2026-09-07 17:22:17.367700,,,drink,0
2026-09-07 17:22:17.368430,,,start,0
2026-09-07 17:22:17.369700,,,drink,0
2026-09-07 17:22:17.370433,,,start,0
2026-09-07 17:22:17.371701,,,drink,0
2026-09-07 17:22:17.372429,,,start,0
2026-09-07 17:22:17.373701,,,drink,0
2026-09-07 17:22:17.374446,,,start,0
2026-09-07 17:22:17.375701,,,drink,0
